Record #,Wrinkles,Scars,Shell Segments,Color,Fangs for some reason,Nostril Size,Miscellaneous Abnormalities,Weight
21469,0,3,6,green,no,normal,0,20.4lb
21470,6,1,11,grayish-green,no,normal,0,26.7lb
21471,1,3,10,green,no,normal,3,19.3lb
21472,0,5,6,green,no,normal,0,20.4lb
21473,4,4,12,grayish-green,no,unusually large,0,21.7lb
21474,3,5,10,grayish-green,no,normal,5,25.0lb
21475,2,1,10,green,no,normal,0,17.6lb
21476,0,1,10,green,no,normal,2,16.4lb
21477,2,4,12,green,no,normal,2,19.4lb
21478,5,2,10,green,no,unusually large,5,24.7lb
21479,3,4,10,green,no,normal,0,16.3lb
21480,8,4,11,grayish-green,no,normal,0,20.6lb
21481,0,2,6,green,no,normal,0,20.4lb
21482,4,1,10,green,no,normal,3,20.4lb
21483,0,2,6,green,no,normal,0,20.4lb
21484,6,5,9,gray,yes,normal,6,4.5lb
21485,2,3,10,green,no,normal,2,19.9lb
21486,3,5,8,gray,yes,unusually small,2,4.1lb
21487,7,6,8,greenish-gray,no,normal,4,22.6lb
21488,3,6,11,green,no,unusually large,2,18.8lb
21489,0,2,9,green,no,normal,0,16.0lb
21490,2,3,10,green,no,normal,0,16.7lb
21491,0,3,11,grayish-green,no,normal,5,20.8lb
21492,4,5,11,green,no,normal,3,20.1lb
21493,0,4,6,green,no,normal,0,20.4lb
21494,1,2,8,green,no,normal,0,17.4lb
21495,6,4,9,green,no,unusually small,0,16.7lb
21496,0,2,6,green,no,normal,0,20.4lb
21497,0,3,9,green,no,normal,0,15.3lb
21498,4,3,8,grayish-green,no,unusually small,2,19.4lb
21499,5,4,13,grayish-green,no,unusually large,1,25.7lb
21500,2,2,12,green,no,normal,0,18.9lb
21501,0,2,9,green,no,normal,2,17.8lb
21502,3,3,10,grayish-green,no,normal,0,27.9lb
21503,0,3,10,green,no,normal,0,17.1lb
21504,1,2,8,green,no,normal,3,20.2lb
21505,5,4,11,grayish-green,no,normal,0,20.6lb
21506,4,2,11,green,no,normal,0,19.1lb
21507,0,5,6,green,no,normal,0,20.4lb
21508,3,3,8,green,no,normal,1,16.6lb
21509,3,1,9,gray,yes,normal,3,4.4lb
21510,2,1,13,green,no,normal,0,20.4lb
21511,1,2,9,green,no,normal,0,16.8lb
21512,9,4,10,gray,yes,normal,4,4.8lb
21513,9,1,13,grayish-green,no,normal,3,30.7lb
21514,0,5,6,green,no,normal,0,20.4lb
21515,1,3,10,green,no,unusually large,0,16.7lb
21516,1,6,7,grayish-green,no,normal,0,17.9lb
21517,2,1,9,green,no,normal,0,16.6lb
21518,2,2,9,green,no,unusually small,2,18.1lb
21519,0,0,9,green,no,normal,3,22.5lb
21520,1,2,10,green,no,normal,0,18.9lb
21521,4,3,10,green,no,normal,0,16.0lb
21522,0,2,6,green,no,normal,0,20.4lb
21523,0,3,6,green,no,normal,0,20.4lb
21524,2,2,9,gray,yes,normal,1,4.2lb
21525,6,5,13,grayish-green,no,unusually small,3,26.1lb
21526,2,1,11,gray,yes,unusually large,0,5.8lb
21527,4,3,10,green,no,normal,0,18.7lb
21528,3,3,11,gray,yes,normal,0,5.6lb
21529,0,2,6,green,no,normal,0,20.4lb
21530,1,3,8,green,no,normal,2,16.4lb
21531,3,3,11,green,no,normal,1,20.9lb
21532,3,1,8,green,no,unusually small,0,17.1lb
21533,3,3,11,green,no,normal,1,20.8lb
21534,0,5,6,green,no,normal,0,20.4lb
21535,3,1,8,green,no,normal,0,15.6lb
21536,0,5,6,green,no,normal,0,20.4lb
21537,6,5,10,green,no,normal,1,20.0lb
21538,0,4,8,gray,yes,normal,1,4.1lb
21539,7,4,11,grayish-green,no,normal,0,21.0lb
21540,0,1,6,green,no,normal,0,20.4lb
21541,1,3,11,grayish-green,no,normal,7,19.0lb
21542,6,3,11,greenish-gray,no,normal,2,23.9lb
21543,2,1,10,green,no,unusually small,5,23.5lb
21544,6,1,10,green,no,normal,0,17.3lb
21545,3,0,10,green,no,normal,4,22.5lb
21546,5,1,8,grayish-green,no,normal,0,17.3lb
21547,1,1,10,gray,yes,unusually large,0,4.6lb
21548,2,0,10,gray,yes,normal,0,4.8lb
21549,5,7,10,grayish-green,no,unusually large,0,22.2lb
21550,5,3,8,grayish-green,no,normal,1,17.8lb
21551,1,1,10,green,no,normal,0,19.0lb
21552,0,6,6,green,no,normal,0,20.4lb
21553,4,1,11,greenish-gray,no,normal,1,25.6lb
21554,0,3,9,green,no,unusually large,0,15.8lb
21555,3,2,10,green,no,normal,0,17.1lb
21556,4,0,12,grayish-green,no,normal,2,23.0lb
21557,3,1,11,green,no,normal,2,20.5lb
21558,0,1,6,green,no,normal,0,20.4lb
21559,4,2,9,green,no,normal,0,16.7lb
21560,1,1,10,green,no,normal,0,18.0lb
21561,4,1,7,green,no,normal,0,16.6lb
21562,5,4,11,green,no,normal,2,17.8lb
21563,9,1,12,gray,yes,normal,0,6.4lb
21564,3,2,11,green,no,normal,2,23.2lb
21565,1,4,8,green,no,normal,2,17.5lb
21566,0,1,6,green,no,normal,0,20.4lb
21567,3,1,8,grayish-green,no,normal,3,18.9lb
21568,2,3,8,green,no,normal,0,15.3lb
21569,4,3,9,gray,yes,normal,4,4.6lb
21570,0,5,6,green,no,normal,0,20.4lb
21571,4,2,11,grayish-green,no,normal,0,21.8lb
21572,1,4,9,green,no,normal,0,17.6lb
21573,2,1,9,green,no,normal,0,17.0lb
21574,0,6,6,green,no,normal,0,20.4lb
21575,3,2,11,green,no,unusually large,3,20.0lb
21576,14,1,8,greenish-gray,no,normal,2,29.6lb
21577,2,0,10,green,no,normal,0,17.6lb
21578,1,3,10,green,no,unusually small,1,19.0lb
21579,1,2,10,gray,yes,unusually small,0,5.3lb
21580,4,2,9,green,no,normal,0,16.5lb
21581,0,1,6,green,no,normal,0,20.4lb
21582,0,2,6,green,no,normal,0,20.4lb
21583,4,2,8,gray,yes,normal,0,4.0lb
21584,4,2,9,grayish-green,no,normal,0,17.8lb
21585,0,5,6,green,no,normal,0,20.4lb
21586,0,5,6,green,no,normal,0,20.4lb
21587,0,2,6,green,no,normal,0,20.4lb
21588,5,0,10,gray,yes,normal,0,4.9lb
21589,2,2,12,green,no,normal,0,18.9lb
21590,3,0,12,green,no,normal,0,18.1lb
21591,5,3,10,green,no,normal,2,20.4lb
21592,2,5,11,grayish-green,no,normal,0,23.1lb
21593,3,3,10,green,no,normal,0,17.0lb
21594,5,2,12,grayish-green,no,normal,6,27.5lb
21595,4,3,9,green,no,unusually small,0,18.6lb
21596,2,3,12,green,no,normal,2,19.9lb
21597,4,2,9,grayish-green,no,normal,4,25.1lb
21598,3,1,10,grayish-green,no,normal,3,22.8lb
21599,0,2,6,green,no,normal,0,20.4lb
21600,2,2,10,grayish-green,no,normal,2,21.4lb
21601,0,2,6,green,no,normal,0,20.4lb
21602,0,3,6,green,no,normal,0,20.4lb
21603,0,6,6,green,no,normal,0,20.4lb
21604,2,1,12,gray,yes,normal,0,6.3lb
21605,1,5,7,green,no,unusually large,0,17.2lb
21606,3,3,8,green,no,normal,3,23.9lb
21607,0,4,6,green,no,normal,0,20.4lb
21608,3,3,9,green,no,normal,0,17.2lb
21609,1,1,13,green,no,normal,5,24.6lb
21610,0,2,11,green,no,unusually small,0,15.1lb
21611,3,2,11,grayish-green,no,normal,0,25.1lb
21612,4,8,11,grayish-green,no,normal,0,20.1lb
21613,0,2,12,gray,yes,normal,0,6.6lb
21614,0,1,6,green,no,normal,0,20.4lb
21615,0,2,6,green,no,normal,0,20.4lb
21616,4,4,13,grayish-green,no,normal,0,21.6lb
21617,7,5,8,grayish-green,no,normal,0,20.6lb
21618,4,2,9,green,no,normal,0,17.6lb
21619,4,1,11,green,no,normal,4,18.5lb
21620,5,3,11,green,no,normal,0,19.1lb
21621,4,7,11,grayish-green,no,normal,2,24.9lb
21622,4,2,10,green,no,normal,2,24.2lb
21623,0,6,6,green,no,normal,0,20.4lb
21624,5,3,10,green,no,normal,0,20.3lb
21625,11,9,12,greenish-gray,no,normal,7,33.1lb
21626,1,1,10,gray,yes,unusually small,1,4.9lb
21627,9,3,10,gray,yes,normal,1,4.8lb
21628,4,4,12,green,no,normal,1,20.4lb
21629,0,5,6,green,no,normal,0,20.4lb
21630,3,3,10,grayish-green,no,normal,0,19.5lb
21631,5,3,12,grayish-green,no,unusually large,0,22.7lb
21632,3,1,11,green,no,normal,7,18.3lb
21633,0,1,9,green,no,normal,6,22.1lb
21634,5,1,11,green,no,normal,0,19.6lb
21635,5,4,10,gray,yes,normal,0,5.3lb
21636,0,3,6,green,no,normal,0,20.4lb
21637,0,1,6,green,no,normal,0,20.4lb
21638,0,4,6,green,no,normal,0,20.4lb
21639,2,2,11,green,no,unusually large,1,19.2lb
21640,9,3,12,greenish-gray,no,normal,0,27.6lb
21641,3,3,9,green,no,normal,3,22.2lb
21642,0,6,6,green,no,normal,0,20.4lb
21643,1,2,8,green,no,normal,2,18.8lb
21644,6,3,12,grayish-green,no,normal,2,24.8lb
21645,2,3,7,green,no,unusually small,0,16.2lb
21646,0,1,6,green,no,normal,0,20.4lb
21647,7,2,11,grayish-green,no,unusually large,1,25.0lb
21648,4,2,10,grayish-green,no,unusually large,2,21.5lb
21649,2,1,8,green,no,normal,2,17.6lb
21650,1,2,8,gray,yes,normal,0,4.1lb
21651,5,4,10,grayish-green,no,normal,2,20.7lb
21652,6,3,9,green,no,normal,1,19.5lb
21653,3,5,10,green,no,normal,0,19.1lb
21654,6,5,11,grayish-green,no,normal,2,25.6lb
21655,0,3,8,green,no,normal,0,15.9lb
21656,2,5,11,gray,yes,normal,0,5.4lb
21657,2,4,11,green,no,unusually small,0,14.4lb
21658,0,1,6,green,no,normal,0,20.4lb
21659,5,1,10,grayish-green,no,normal,0,19.5lb
21660,4,4,12,grayish-green,no,normal,0,24.5lb
21661,3,3,8,grayish-green,no,normal,1,17.6lb
21662,2,2,9,green,no,normal,3,20.3lb
21663,0,3,6,green,no,normal,0,20.4lb
21664,1,4,9,green,no,normal,1,17.9lb
21665,5,6,13,greenish-gray,no,unusually small,5,27.8lb
21666,3,4,9,green,no,unusually large,2,16.5lb
21667,4,2,11,grayish-green,no,unusually large,3,25.1lb
21668,3,1,9,green,no,normal,1,18.8lb
21669,0,4,6,green,no,normal,0,20.4lb
21670,4,0,10,green,no,normal,0,21.5lb
21671,3,4,11,green,no,normal,0,16.7lb
21672,0,5,6,green,no,normal,0,20.4lb
21673,4,2,9,green,no,unusually large,1,20.3lb
21674,2,2,11,green,no,unusually small,5,26.6lb
21675,2,2,10,grayish-green,no,normal,2,23.1lb
21676,5,4,8,green,no,normal,0,17.8lb
21677,0,1,6,green,no,normal,0,20.4lb
21678,6,2,16,grayish-green,no,normal,1,25.4lb
21679,4,2,12,green,no,normal,0,22.3lb
21680,4,1,11,green,no,normal,0,17.5lb
21681,2,3,10,grayish-green,no,normal,0,18.6lb
21682,4,4,9,green,no,normal,0,21.3lb
21683,1,1,11,gray,yes,normal,0,5.1lb
21684,1,1,7,green,no,normal,0,15.3lb
21685,2,5,8,green,no,normal,2,15.8lb
21686,4,7,13,gray,yes,normal,6,7.0lb
21687,0,4,6,green,no,normal,0,20.4lb
21688,2,1,11,green,no,normal,0,19.5lb
21689,2,1,8,green,no,normal,2,19.4lb
21690,0,3,6,green,no,normal,0,20.4lb
21691,4,4,10,green,no,normal,0,18.8lb
21692,2,2,7,green,no,normal,1,16.6lb
21693,3,3,11,grayish-green,no,unusually large,0,22.0lb
21694,0,5,6,green,no,normal,0,20.4lb
21695,4,1,10,grayish-green,no,unusually large,0,21.3lb
21696,5,5,11,grayish-green,no,unusually large,0,24.2lb
21697,0,4,6,green,no,normal,0,20.4lb
21698,3,4,8,gray,yes,normal,0,4.0lb
21699,0,5,6,green,no,normal,0,20.4lb
21700,0,4,6,green,no,normal,0,20.4lb
21701,1,9,11,grayish-green,no,normal,1,19.7lb
21702,5,3,9,green,no,normal,5,23.4lb
21703,4,5,9,grayish-green,no,normal,2,22.4lb
21704,0,1,6,green,no,normal,0,20.4lb
21705,0,1,6,green,no,normal,0,20.4lb
21706,4,4,9,green,no,normal,2,19.8lb
21707,5,5,10,grayish-green,no,normal,0,22.3lb
21708,0,2,6,green,no,normal,0,20.4lb
21709,0,2,11,green,no,normal,2,21.5lb
21710,1,2,10,grayish-green,no,normal,0,20.7lb
21711,3,4,12,green,no,normal,0,18.6lb
21712,0,4,6,green,no,normal,0,20.4lb
21713,0,2,6,green,no,normal,0,20.4lb
21714,2,1,9,green,no,normal,0,18.0lb
21715,3,2,10,green,no,normal,0,17.0lb
21716,2,1,10,green,no,normal,0,15.4lb
21717,2,7,9,green,no,unusually large,0,18.6lb
21718,2,4,10,grayish-green,no,normal,0,19.9lb
21719,4,3,10,green,no,normal,2,19.9lb
21720,3,3,9,green,no,normal,3,23.0lb
21721,2,3,13,green,no,normal,3,20.5lb
21722,3,2,11,green,no,normal,0,16.7lb
21723,0,5,6,green,no,normal,0,20.4lb
21724,2,4,11,green,no,normal,1,18.4lb
21725,2,2,10,green,no,unusually large,3,24.1lb
21726,3,2,9,grayish-green,no,normal,0,18.1lb
21727,0,1,6,green,no,normal,0,20.4lb
21728,5,2,11,green,no,unusually large,1,20.1lb
21729,3,5,9,green,no,normal,0,18.3lb
21730,3,5,10,grayish-green,no,normal,0,20.3lb
21731,3,3,10,green,no,normal,2,19.9lb
21732,4,3,12,green,no,unusually large,1,21.8lb
21733,5,5,10,grayish-green,no,normal,5,29.1lb
21734,5,2,10,grayish-green,no,normal,0,20.5lb
21735,3,2,9,greenish-gray,no,normal,5,31.9lb
21736,2,1,10,green,no,normal,1,18.5lb
21737,1,5,9,grayish-green,no,unusually large,0,16.5lb
21738,0,6,6,green,no,normal,0,20.4lb
21739,2,1,8,green,no,unusually large,4,14.1lb
21740,2,2,10,green,no,normal,0,16.1lb
21741,1,2,9,green,no,normal,0,16.3lb
21742,0,1,6,green,no,normal,0,20.4lb
21743,0,2,6,green,no,normal,0,20.4lb
21744,2,1,11,grayish-green,no,normal,0,20.9lb
21745,2,2,9,green,no,normal,1,18.7lb
21746,1,5,8,green,no,normal,0,15.9lb
21747,10,4,10,grayish-green,no,unusually large,1,27.5lb
21748,4,3,8,grayish-green,no,normal,5,19.5lb
21749,0,4,6,green,no,normal,0,20.4lb
21750,4,4,12,green,no,normal,0,16.4lb
21751,10,2,15,greenish-gray,no,normal,0,31.4lb
21752,3,2,11,green,no,normal,0,15.9lb
21753,2,1,12,grayish-green,no,normal,2,24.3lb
21754,3,3,10,green,no,normal,6,19.5lb
21755,8,5,13,greenish-gray,no,normal,0,25.4lb
21756,2,2,9,green,no,normal,1,19.1lb
21757,9,5,12,grayish-green,no,normal,2,28.0lb
21758,0,3,6,green,no,normal,0,20.4lb
21759,1,4,8,green,no,unusually small,6,25.4lb
21760,3,0,9,green,no,unusually small,1,17.6lb
21761,4,1,8,green,no,normal,2,18.9lb
21762,3,2,11,green,no,normal,0,17.6lb
21763,0,5,6,green,no,normal,0,20.4lb
21764,0,3,6,green,no,normal,0,20.4lb
21765,4,2,8,green,no,normal,1,17.7lb
21766,2,2,7,green,no,normal,0,15.8lb
21767,2,5,10,green,no,normal,2,22.8lb
21768,3,3,11,grayish-green,no,normal,0,19.6lb
21769,4,3,10,green,no,normal,0,18.6lb
21770,2,1,7,green,no,unusually large,4,21.7lb
21771,0,5,6,green,no,normal,0,20.4lb
21772,1,2,8,green,no,unusually small,0,18.4lb
21773,1,2,10,green,no,normal,1,19.9lb
21774,0,1,8,gray,yes,normal,0,4.2lb
21775,3,1,10,grayish-green,no,unusually large,4,20.4lb
21776,6,0,9,green,no,normal,2,19.8lb
21777,3,2,9,gray,yes,normal,2,4.7lb
21778,2,4,8,green,no,normal,0,15.5lb
21779,2,1,10,green,no,normal,0,18.5lb
21780,1,4,13,green,no,unusually small,2,20.8lb
21781,1,1,8,gray,yes,normal,0,4.0lb
21782,0,2,6,green,no,normal,0,20.4lb
21783,5,3,10,grayish-green,no,normal,2,23.4lb
21784,2,0,10,green,no,normal,1,18.6lb
21785,0,3,6,green,no,normal,0,20.4lb
21786,1,4,9,green,no,normal,2,21.1lb
21787,3,1,11,green,no,normal,1,17.0lb
21788,0,2,6,green,no,normal,0,20.4lb
21789,0,2,6,green,no,normal,0,20.4lb
21790,3,0,11,grayish-green,no,normal,6,26.5lb
21791,6,6,8,green,no,normal,1,16.9lb
21792,1,2,12,green,no,normal,2,22.3lb
21793,4,4,12,gray,yes,normal,1,7.1lb
21794,0,5,6,green,no,normal,0,20.4lb
21795,0,6,6,green,no,normal,0,20.4lb
21796,4,5,9,grayish-green,no,normal,0,19.3lb
21797,1,0,9,green,no,normal,0,14.9lb
21798,0,2,6,green,no,normal,0,20.4lb
21799,0,2,6,green,no,normal,0,20.4lb
21800,8,2,11,greenish-gray,no,normal,0,24.1lb
21801,0,3,6,green,no,normal,0,20.4lb
21802,2,3,10,green,no,normal,1,19.1lb
21803,9,6,11,greenish-gray,no,normal,0,26.1lb
21804,1,6,11,green,no,unusually small,2,21.1lb
21805,4,1,10,green,no,normal,0,18.0lb
21806,1,5,12,gray,yes,unusually small,1,5.3lb
21807,2,1,10,green,no,normal,0,15.9lb
21808,0,2,11,green,no,normal,1,19.6lb
21809,4,3,11,green,no,normal,2,23.0lb
21810,2,1,9,green,no,normal,2,18.2lb
21811,0,0,10,green,no,normal,0,18.6lb
21812,1,2,12,green,no,unusually small,3,24.4lb
21813,0,1,6,green,no,normal,0,20.4lb
21814,6,5,11,grayish-green,no,unusually large,0,21.9lb
21815,2,2,10,green,no,normal,3,21.4lb
21816,2,4,9,gray,yes,normal,0,5.3lb
21817,4,3,11,grayish-green,no,normal,2,23.5lb
21818,2,4,13,grayish-green,no,normal,0,20.7lb
21819,0,3,6,green,no,normal,0,20.4lb
21820,2,1,11,green,no,normal,0,20.4lb
21821,8,0,13,gray,yes,normal,5,6.9lb
21822,4,4,9,green,no,normal,2,21.3lb
21823,5,3,12,grayish-green,no,normal,0,20.2lb
21824,0,3,6,green,no,normal,0,20.4lb
21825,4,6,11,gray,yes,normal,5,5.3lb
21826,1,4,10,green,no,normal,3,16.3lb
21827,0,1,8,green,no,normal,4,24.0lb
21828,2,3,8,green,no,normal,0,15.3lb
21829,5,3,9,green,no,unusually large,2,20.2lb
21830,2,1,12,green,no,normal,3,20.9lb
21831,3,3,9,green,no,unusually small,0,16.8lb
21832,3,3,11,green,no,normal,1,19.1lb
21833,0,3,9,grayish-green,no,normal,0,16.7lb
21834,2,2,8,green,no,unusually small,2,19.3lb
21835,4,2,9,grayish-green,no,unusually small,3,16.9lb
21836,3,1,9,green,no,normal,0,14.8lb
21837,4,6,13,gray,yes,normal,3,6.6lb
21838,2,2,8,gray,yes,normal,2,4.6lb
21839,3,1,7,green,no,normal,0,16.0lb
21840,3,1,11,green,no,normal,7,30.9lb
21841,6,3,10,gray,yes,normal,1,5.4lb
21842,1,3,12,green,no,normal,4,19.2lb
21843,1,4,10,green,no,normal,4,24.4lb
21844,0,5,6,green,no,normal,0,20.4lb
21845,0,2,6,green,no,normal,0,20.4lb
21846,4,2,11,grayish-green,no,unusually small,2,19.9lb
21847,0,0,10,green,no,unusually large,1,20.4lb
21848,2,3,11,green,no,normal,3,18.6lb
21849,5,1,9,green,no,normal,1,20.2lb
21850,4,1,8,grayish-green,no,normal,4,24.2lb
21851,0,2,8,green,no,normal,0,16.9lb
21852,1,2,10,green,no,normal,2,18.8lb
21853,2,4,10,green,no,normal,0,18.4lb
21854,3,1,11,green,no,unusually large,0,17.1lb
21855,4,6,12,grayish-green,no,unusually large,1,21.3lb
21856,4,2,9,green,no,normal,0,16.9lb
21857,8,3,10,grayish-green,no,normal,3,26.0lb
21858,2,0,11,green,no,normal,0,19.3lb
21859,0,2,6,green,no,normal,0,20.4lb
21860,5,6,14,grayish-green,no,normal,0,23.8lb
21861,5,4,8,gray,yes,normal,0,3.4lb
21862,3,6,10,gray,yes,normal,1,4.8lb
21863,4,3,10,gray,yes,normal,0,4.9lb
21864,1,2,12,green,no,unusually large,0,24.0lb
21865,2,2,11,grayish-green,no,normal,0,18.6lb
21866,3,3,10,green,no,unusually small,1,21.4lb
21867,1,2,8,green,no,unusually large,3,22.5lb
21868,2,3,8,green,no,normal,1,14.6lb
21869,0,3,6,green,no,normal,0,20.4lb
21870,0,3,10,green,no,normal,1,18.0lb
21871,3,0,10,green,no,normal,1,22.0lb
21872,4,0,8,grayish-green,no,normal,0,20.0lb
21873,4,4,9,grayish-green,no,normal,0,18.9lb
21874,5,5,9,green,no,normal,0,23.1lb
21875,18,5,11,greenish-gray,no,normal,3,37.5lb
21876,3,3,14,grayish-green,no,normal,0,22.0lb
21877,0,1,6,green,no,normal,0,20.4lb
21878,4,3,10,gray,yes,normal,1,5.3lb
21879,3,4,10,green,no,normal,4,21.7lb
21880,4,5,12,grayish-green,no,normal,3,29.8lb
21881,1,1,8,gray,yes,unusually small,1,4.2lb
21882,2,1,9,green,no,normal,6,25.8lb
21883,1,4,8,green,no,normal,1,18.8lb
21884,1,5,9,green,no,normal,0,16.9lb
21885,3,4,12,green,no,normal,1,22.7lb
21886,1,4,12,green,no,normal,3,22.8lb
21887,7,4,11,grayish-green,no,normal,1,19.4lb
21888,0,3,6,green,no,normal,0,20.4lb
21889,1,1,11,green,no,normal,0,18.6lb
21890,1,3,10,green,no,normal,0,17.0lb
21891,6,3,9,grayish-green,no,normal,2,21.0lb
21892,6,4,11,green,no,unusually small,0,20.1lb
21893,0,5,6,green,no,normal,0,20.4lb
21894,0,6,6,green,no,normal,0,20.4lb
21895,5,1,8,gray,yes,normal,3,4.3lb
21896,2,7,12,gray,yes,normal,0,6.2lb
21897,4,3,10,green,no,normal,2,19.1lb
21898,2,1,9,green,no,normal,0,17.6lb
21899,4,4,12,grayish-green,no,normal,1,22.5lb
21900,2,3,13,grayish-green,no,normal,1,22.8lb
21901,1,3,10,green,no,normal,3,20.2lb
21902,0,1,11,grayish-green,no,normal,0,18.4lb
21903,2,1,9,green,no,normal,0,15.6lb
21904,3,6,10,grayish-green,no,normal,3,18.9lb
21905,3,3,7,green,no,normal,0,15.3lb
21906,3,3,9,grayish-green,no,normal,0,17.5lb
21907,4,2,10,grayish-green,no,normal,0,19.7lb
21908,0,0,11,gray,yes,normal,3,5.2lb
21909,3,0,9,green,no,unusually small,0,17.2lb
21910,1,2,8,green,no,normal,0,15.3lb
21911,6,3,12,grayish-green,no,normal,1,24.2lb
21912,1,2,10,green,no,normal,2,16.9lb
21913,0,2,10,green,no,normal,1,19.6lb
21914,1,2,9,green,no,normal,0,17.3lb
21915,3,4,9,green,no,unusually small,1,19.6lb
21916,0,2,6,green,no,normal,0,20.4lb
21917,3,4,13,green,no,normal,3,19.2lb
21918,2,3,12,green,no,normal,1,19.0lb
21919,2,0,9,green,no,normal,5,22.5lb
21920,4,2,9,green,no,unusually large,0,15.1lb
21921,6,5,10,grayish-green,no,normal,1,22.4lb
21922,6,3,10,grayish-green,no,normal,1,20.9lb
21923,0,4,6,green,no,normal,0,20.4lb
21924,0,3,6,green,no,normal,0,20.4lb
21925,6,2,11,grayish-green,no,unusually small,0,20.8lb
21926,4,2,8,green,no,normal,3,16.5lb
21927,2,6,10,green,no,normal,1,18.7lb
21928,3,0,11,green,no,normal,0,18.2lb
21929,0,3,10,grayish-green,no,normal,0,17.7lb
21930,2,4,11,green,no,normal,5,19.4lb
21931,1,1,8,green,no,normal,0,16.4lb
21932,3,2,12,grayish-green,no,normal,0,24.8lb
21933,4,1,8,green,no,normal,0,20.1lb
21934,6,2,11,grayish-green,no,unusually small,0,25.5lb
21935,5,2,11,grayish-green,no,normal,1,24.8lb
21936,3,3,9,green,no,normal,5,23.8lb
21937,0,2,6,green,no,normal,0,20.4lb
21938,1,0,11,green,no,unusually large,4,18.9lb
21939,4,1,9,grayish-green,no,normal,1,19.7lb
21940,4,8,10,green,no,normal,5,29.2lb
21941,4,5,8,grayish-green,no,normal,0,19.1lb
21942,1,4,10,grayish-green,no,normal,0,20.9lb
21943,0,4,6,green,no,normal,0,20.4lb
21944,8,1,11,grayish-green,no,unusually small,3,26.6lb
21945,0,2,9,gray,yes,normal,0,4.1lb
21946,0,5,6,green,no,normal,0,20.4lb
21947,2,4,10,gray,yes,unusually large,1,4.5lb
21948,1,3,10,green,no,normal,3,20.8lb
21949,16,8,13,greenish-gray,no,unusually large,0,32.0lb
21950,2,3,10,green,no,normal,0,17.9lb
21951,3,5,10,grayish-green,no,normal,0,22.9lb
21952,3,3,7,green,no,normal,0,16.7lb
21953,7,3,11,grayish-green,no,normal,2,24.9lb
21954,15,11,12,greenish-gray,no,unusually large,0,32.6lb
21955,6,4,12,greenish-gray,no,normal,0,23.6lb
21956,4,1,8,gray,yes,normal,1,4.2lb
21957,5,1,10,gray,yes,normal,0,5.2lb
21958,0,1,6,green,no,normal,0,20.4lb
21959,0,2,10,green,no,normal,0,15.2lb
21960,2,2,7,green,no,normal,2,19.5lb
21961,3,7,9,green,no,unusually small,0,17.2lb
21962,6,2,9,green,no,normal,5,26.3lb
21963,3,3,10,grayish-green,no,normal,0,20.2lb
21964,1,3,10,green,no,normal,0,16.0lb
21965,3,2,12,green,no,normal,3,19.7lb
21966,4,4,11,grayish-green,no,normal,3,23.9lb
21967,1,3,9,green,no,normal,5,24.0lb
21968,6,3,12,grayish-green,no,normal,5,21.5lb
21969,0,2,6,green,no,normal,0,20.4lb
21970,4,2,11,green,no,normal,0,18.9lb
21971,1,3,9,green,no,normal,1,19.3lb
21972,0,6,10,green,no,normal,3,19.4lb
21973,2,1,11,green,no,normal,0,19.4lb
21974,5,1,10,green,no,normal,0,17.3lb
21975,7,1,13,grayish-green,no,normal,3,29.3lb
21976,7,4,9,grayish-green,no,normal,6,19.6lb
21977,2,3,11,green,no,normal,1,19.6lb
21978,0,4,6,green,no,normal,0,20.4lb
21979,4,2,8,grayish-green,no,normal,4,22.4lb
21980,1,2,7,green,no,normal,0,15.6lb
21981,7,2,10,green,no,normal,0,19.2lb
21982,0,3,6,green,no,normal,0,20.4lb
21983,3,5,9,green,no,normal,0,17.4lb
21984,0,4,8,green,no,normal,0,17.2lb
21985,7,4,12,grayish-green,no,normal,0,23.6lb
21986,2,2,10,green,no,normal,2,18.2lb
21987,1,3,10,gray,yes,unusually small,1,5.1lb
21988,1,1,12,grayish-green,no,normal,7,20.4lb
21989,1,3,9,green,no,normal,0,18.2lb
21990,3,4,10,gray,yes,normal,0,4.8lb
21991,2,2,10,green,no,normal,0,16.7lb
21992,0,3,6,green,no,normal,0,20.4lb
21993,0,5,6,green,no,normal,0,20.4lb
21994,9,4,10,greenish-gray,no,normal,6,32.5lb
21995,6,4,12,grayish-green,no,unusually large,0,20.8lb
21996,1,6,9,green,no,normal,1,18.6lb
21997,1,3,10,green,no,unusually large,0,16.7lb
21998,1,3,11,green,no,normal,1,19.1lb
21999,0,4,6,green,no,normal,0,20.4lb
22000,2,2,8,green,no,normal,2,19.2lb
22001,3,2,10,gray,yes,normal,5,5.1lb
22002,4,1,12,green,no,normal,3,23.0lb
22003,4,3,11,green,no,unusually large,0,19.6lb
22004,0,0,9,green,no,unusually large,1,15.1lb
22005,1,3,12,grayish-green,no,normal,0,20.5lb
22006,8,5,13,grayish-green,no,normal,3,32.9lb
22007,3,1,11,green,no,normal,2,24.2lb
22008,3,3,9,green,no,normal,5,18.5lb
22009,2,3,10,green,no,normal,3,20.3lb
22010,5,5,15,grayish-green,no,normal,0,22.3lb
22011,0,6,6,green,no,normal,0,20.4lb
22012,1,0,7,gray,yes,normal,5,3.4lb
22013,4,3,12,gray,yes,normal,0,5.5lb
22014,4,2,13,green,no,normal,1,20.7lb
